Month,Store,Metric,Amount
July 24,Tecno,store Labor Cost,0.0
July 24,Tecno,Utility Cost,0.0
July 24,Tecno,CAM,0.0
July 24,Tecno,Aggregator commission,0.0
July 24,Tecno,Marketing & advertisement,0.0
July 24,Tecno,Other opex expenses,0.0
July 24,ARK,Gross Sales,6140590.0
July 24,ARK,Net Sales,6067246.1
July 24,ARK,COGS (food +packaging),2140764.793611
July 24,ARK,Gross margin,3926481.306389
July 24,ARK,store Labor Cost,430903.670565
July 24,ARK,Utility Cost,159435.0
July 24,ARK,CAM,0.0
July 24,ARK,Aggregator commission,937097.09
July 24,ARK,Marketing & advertisement,31686.08
July 24,ARK,Other opex expenses,226106.33
July 24,SIG,Gross Sales,
July 24,SIG,Net Sales,
July 24,SIG,COGS (food +packaging),0.0
July 24,SIG,Gross margin,0.0
July 24,SIG,store Labor Cost,0.0
July 24,SIG,Utility Cost,0.0
July 24,SIG,CAM,0.0
July 24,SIG,Aggregator commission,
July 24,SIG,Marketing & advertisement,0.0
July 24,SIG,Other opex expenses,0.0
July 24,HSR,Gross Sales,8616413.0
July 24,HSR,Net Sales,8522556.72
July 24,HSR,COGS (food +packaging),3261198.923240933
July 24,HSR,Gross margin,5261357.796759068
July 24,HSR,store Labor Cost,653391.64873
July 24,HSR,Utility Cost,219024.0
July 24,HSR,CAM,0.0
July 24,HSR,Aggregator commission,1345706.15
July 24,HSR,Marketing & advertisement,36021.08
July 24,HSR,Other opex expenses,299688.9780000002
July 24,CVR,Gross Sales,1236337.0
July 24,CVR,Net Sales,1177463.78
July 24,CVR,COGS (food +packaging),437245.2268085239
July 24,CVR,Gross margin,740218.553191476
July 24,CVR,store Labor Cost,204590.6162
July 24,CVR,Utility Cost,81411.0
July 24,CVR,CAM,29500.0
July 24,CVR,Aggregator commission,0.0
July 24,CVR,Marketing & advertisement,1805.04
July 24,CVR,Other opex expenses,95188.75700000003
July 24,SJP,Gross Sales,577627.0
July 24,SJP,Net Sales,568747.74
July 24,SJP,COGS (food +packaging),297790.0617000001
July 24,SJP,Gross margin,270957.6782999999
July 24,SJP,store Labor Cost,24854.906
July 24,SJP,Utility Cost,28171.17
July 24,SJP,CAM,0.0
July 24,SJP,Aggregator commission,85079.38
July 24,SJP,Marketing & advertisement,47498.32
July 24,SJP,Other opex expenses,175268.77
July 24,ORW,Gross Sales,3221324.0
July 24,ORW,Net Sales,3111274.88
July 24,ORW,COGS (food +packaging),1098019.602868764
July 24,ORW,Gross margin,2013255.277131236
July 24,ORW,store Labor Cost,349271.546
July 24,ORW,Utility Cost,102637.0
July 24,ORW,CAM,107617.0
July 24,ORW,Aggregator commission,179128.25
July 24,ORW,Marketing & advertisement,193312.81
July 24,ORW,Other opex expenses,103902.6699999999
July 24,EST,Gross Sales,3699170.0
July 24,EST,Net Sales,3665665.1
July 24,EST,COGS (food +packaging),1255337.235640524
July 24,EST,Gross margin,2410327.864359476
July 24,EST,store Labor Cost,436648.8936
July 24,EST,Utility Cost,157836.0
July 24,EST,CAM,37881.0
July 24,EST,Aggregator commission,631905.95
July 24,EST,Marketing & advertisement,43580.6
July 24,EST,Other opex expenses,124201.2200000001
July 24,ORE,Gross Sales,
July 24,ORE,Net Sales,0.0
July 24,ORE,COGS (food +packaging),0.0
July 24,ORE,Gross margin,0.0
July 24,ORE,store Labor Cost,0.0
July 24,ORE,Utility Cost,0.0
July 24,ORE,CAM,0.0
July 24,ORE,Aggregator commission,
July 24,ORE,Marketing & advertisement,0.0
July 24,ORE,Other opex expenses,0.0
July 24,AUR,Gross Sales,
July 24,AUR,Net Sales,0.0
July 24,AUR,COGS (food +packaging),0.0
July 24,AUR,Gross margin,0.0
July 24,AUR,store Labor Cost,0.0
July 24,AUR,Utility Cost,0.0
July 24,AUR,CAM,0.0
July 24,AUR,Aggregator commission,
July 24,AUR,Marketing & advertisement,0.0
July 24,AUR,Other opex expenses,0.0
July 24,JPN,Gross Sales,5748902.0
July 24,JPN,Net Sales,5678040.66
July 24,JPN,COGS (food +packaging),2323951.57828046
July 24,JPN,Gross margin,3354089.08171954
July 24,JPN,store Labor Cost,492278.321759
July 24,JPN,Utility Cost,190622.0
July 24,JPN,CAM,0.0
July 24,JPN,Aggregator commission,850423.25
July 24,JPN,Marketing & advertisement,99448.19
July 24,JPN,Other opex expenses,232728.0620000002
July 24,JPC,Gross Sales,
July 24,JPC,Net Sales,0.0
July 24,JPC,COGS (food +packaging),0.0
July 24,JPC,Gross margin,0.0
July 24,JPC,store Labor Cost,0.0
July 24,JPC,Utility Cost,0.0
July 24,JPC,CAM,0.0
July 24,JPC,Aggregator commission,
July 24,JPC,Marketing & advertisement,0.0
July 24,JPC,Other opex expenses,0.0
July 24,PTP,Gross Sales,
July 24,PTP,Net Sales,0.0
July 24,PTP,COGS (food +packaging),0.0
July 24,PTP,Gross margin,0.0
July 24,PTP,store Labor Cost,0.0
July 24,PTP,Utility Cost,0.0
July 24,PTP,CAM,0.0
July 24,PTP,Aggregator commission,
July 24,PTP,Marketing & advertisement,1805.0
July 24,PTP,Other opex expenses,3429.95
July 24,SEC,Gross Sales,
July 24,SEC,Net Sales,0.0
July 24,SEC,COGS (food +packaging),0.0
July 24,SEC,Gross margin,0.0
July 24,SEC,store Labor Cost,0.0
July 24,SEC,Utility Cost,0.0
July 24,SEC,CAM,0.0
July 24,SEC,Aggregator commission,
July 24,SEC,Marketing & advertisement,0.0
July 24,SEC,Other opex expenses,0.0
July 24,SYH,Gross Sales,4705999.0
July 24,SYH,Net Sales,4660012.06
July 24,SYH,COGS (food +packaging),1879418.654679604
July 24,SYH,Gross margin,2780593.405320395
July 24,SYH,store Labor Cost,541338.2760000001
July 24,SYH,Utility Cost,196685.0
July 24,SYH,CAM,0.0
July 24,SYH,Aggregator commission,793259.01
July 24,SYH,Marketing & advertisement,99969.75
July 24,SYH,Other opex expenses,174730.6979999998
July 24,ETF,Gross Sales,2310898.0
July 24,ETF,Net Sales,2200855.24
July 24,ETF,COGS (food +packaging),871728.9563597104
July 24,ETF,Gross margin,1329126.28364029
July 24,ETF,store Labor Cost,348573.1367
July 24,ETF,Utility Cost,62382.0
July 24,ETF,CAM,0.0
July 24,ETF,Aggregator commission,0.0
July 24,ETF,Marketing & advertisement,1805.04
July 24,ETF,Other opex expenses,106573.7897000001
July 24,GSC,Gross Sales,1772251.0
July 24,GSC,Net Sales,1687858.42
July 24,GSC,COGS (food +packaging),688196.5035422
July 24,GSC,Gross margin,999661.9164578
July 24,GSC,store Labor Cost,258963.87
July 24,GSC,Utility Cost,0.0
July 24,GSC,CAM,0.0
July 24,GSC,Aggregator commission,0.0
July 24,GSC,Marketing & advertisement,1805.04
July 24,GSC,Other opex expenses,274022.88
July 24,PRI,Gross Sales,
July 24,PRI,Net Sales,0.0
July 24,PRI,COGS (food +packaging),0.0
July 24,PRI,Gross margin,0.0
July 24,PRI,store Labor Cost,0.0
July 24,PRI,Utility Cost,0.0
July 24,PRI,CAM,0.0
July 24,PRI,Aggregator commission,0.0
July 24,PRI,Marketing & advertisement,0.0
July 24,PRI,Other opex expenses,0.0
July 24,ECN,Gross Sales,2778881.0
July 24,ECN,Net Sales,2717024.86
July 24,ECN,COGS (food +packaging),964793.279439276
July 24,ECN,Gross margin,1752231.580560724
July 24,ECN,store Labor Cost,259235.04864
July 24,ECN,Utility Cost,102336.51
July 24,ECN,CAM,45533.33
July 24,ECN,Aggregator commission,310070.45
July 24,ECN,Marketing & advertisement,3530.67
July 24,ECN,Other opex expenses,120310.8909999999
July 24,RGA,Gross Sales,2937388.0
July 24,RGA,Net Sales,2908460.66
July 24,RGA,COGS (food +packaging),1009245.282800196
July 24,RGA,Gross margin,1899215.377199804
July 24,RGA,store Labor Cost,303933.244
July 24,RGA,Utility Cost,91728.0
July 24,RGA,CAM,26432.0
July 24,RGA,Aggregator commission,467039.45
July 24,RGA,Marketing & advertisement,5101.37
July 24,RGA,Other opex expenses,131243.17
July 24,KNP,Gross Sales,2560939.0
July 24,KNP,Net Sales,2525993.39
July 24,KNP,COGS (food +packaging),1015997.03203941
July 24,KNP,Gross margin,1509996.35796059
July 24,KNP,store Labor Cost,342075.052
July 24,KNP,Utility Cost,142487.0
July 24,KNP,CAM,
July 24,KNP,Aggregator commission,404088.1
July 24,KNP,Marketing & advertisement,134109.38
July 24,KNP,Other opex expenses,143589.452
July 24,KCK,Gross Sales,4848324.0
July 24,KCK,Net Sales,4848280.08
July 24,KCK,COGS (food +packaging),1855555.776914244
July 24,KCK,Gross margin,2992724.303085756
July 24,KCK,store Labor Cost,398018.102184
July 24,KCK,Utility Cost,153058.0
July 24,KCK,CAM,0.0
July 24,KCK,Aggregator commission,1061193.34
July 24,KCK,Marketing & advertisement,107834.17
July 24,KCK,Other opex expenses,185894.9949999999
July 24,BVG,Gross Sales,3721235.0
July 24,BVG,Net Sales,3661421.04
July 24,BVG,COGS (food +packaging),1417639.479835268
July 24,BVG,Gross margin,2243781.560164732
July 24,BVG,store Labor Cost,474028.857
July 24,BVG,Utility Cost,118381.0
July 24,BVG,CAM,11800.0
July 24,BVG,Aggregator commission,491393.37
July 24,BVG,Marketing & advertisement,39001.46
July 24,BVG,Other opex expenses,173573.7550000001
July 24,CLA,Gross Sales,3113268.0
July 24,CLA,Net Sales,3110902.12
July 24,CLA,COGS (food +packaging),1310108.974480041
July 24,CLA,Gross margin,1800793.145519959
July 24,CLA,store Labor Cost,391734.55
July 24,CLA,Utility Cost,128764.0
July 24,CLA,CAM,0.0
July 24,CLA,Aggregator commission,617398.24
July 24,CLA,Marketing & advertisement,69863.26
July 24,CLA,Other opex expenses,182497.45
July 24,IBC,Gross Sales,1663380.0
July 24,IBC,Net Sales,1627780.86
July 24,IBC,COGS (food +packaging),640803.4059248006
July 24,IBC,Gross margin,986977.4540751996
July 24,IBC,store Labor Cost,287063.612
July 24,IBC,Utility Cost,84303.0
July 24,IBC,CAM,0.0
July 24,IBC,Aggregator commission,162816.66
July 24,IBC,Marketing & advertisement,32244.18
July 24,IBC,Other opex expenses,88920.66199999997
July 24,BTG,Gross Sales,3519989.0
July 24,BTG,Net Sales,3469416.66
July 24,BTG,COGS (food +packaging),1148179.23230352
July 24,BTG,Gross margin,2321237.42769648
July 24,BTG,store Labor Cost,349640.141
July 24,BTG,Utility Cost,40000.0
July 24,BTG,CAM,26019.0
July 24,BTG,Aggregator commission,545243.2
July 24,BTG,Marketing & advertisement,3640.05
July 24,BTG,Other opex expenses,132222.196
July 24,ECT,Gross Sales,3919782.0
July 24,ECT,Net Sales,3865339.64
July 24,ECT,COGS (food +packaging),1548380.451021356
July 24,ECT,Gross margin,2316959.188978644
July 24,ECT,store Labor Cost,413871.469
July 24,ECT,Utility Cost,157846.0
July 24,ECT,CAM,0.0
July 24,ECT,Aggregator commission,579188.18
July 24,ECT,Marketing & advertisement,75623.29
July 24,ECT,Other opex expenses,159944.0190000001
July 24,RRR,Gross Sales,2566909.0
July 24,RRR,Net Sales,2524497.46
July 24,RRR,COGS (food +packaging),968363.8337371601
July 24,RRR,Gross margin,1556133.62626284
July 24,RRR,store Labor Cost,333722.061
July 24,RRR,Utility Cost,103315.0
July 24,RRR,CAM,44132.0
July 24,RRR,Aggregator commission,329617.52
July 24,RRR,Marketing & advertisement,34076.57
July 24,RRR,Other opex expenses,124072.2459999998
July 24,SHV,Gross Sales,3038990.0
July 24,SHV,Net Sales,2996346.0
July 24,SHV,COGS (food +packaging),1059530.738152342
July 24,SHV,Gross margin,1936815.261847658
July 24,SHV,store Labor Cost,446656.995
July 24,SHV,Utility Cost,92308.0
July 24,SHV,CAM,14750.0
July 24,SHV,Aggregator commission,462036.38
July 24,SHV,Marketing & advertisement,54811.9
July 24,SHV,Other opex expenses,155728.9959999998
July 24,DCB,Gross Sales,1459882.0
July 24,DCB,Net Sales,1459881.91
July 24,DCB,COGS (food +packaging),635298.9522923126
July 24,DCB,Gross margin,824582.9577076873
July 24,DCB,store Labor Cost,311325.419
July 24,DCB,Utility Cost,1000.0
July 24,DCB,CAM,0.0
July 24,DCB,Aggregator commission,0.0
July 24,DCB,Marketing & advertisement,3234.04
July 24,DCB,Other opex expenses,180854.16
July 24,STN,Gross Sales,1814217.0
July 24,STN,Net Sales,1727825.72
July 24,STN,COGS (food +packaging),709849.30449302
July 24,STN,Gross margin,1017976.41550698
July 24,STN,store Labor Cost,264684.4463
July 24,STN,Utility Cost,90000.0
July 24,STN,CAM,59000.0
July 24,STN,Aggregator commission,
July 24,STN,Marketing & advertisement,81547.76000000001
July 24,STN,Other opex expenses,116680.14
July 24,VBP,Gross Sales,5352093.0
July 24,VBP,Net Sales,5284229.38
July 24,VBP,COGS (food +packaging),2175367.738868085
July 24,VBP,Gross margin,3108861.641131915
July 24,VBP,store Labor Cost,408453.8702150211
July 24,VBP,Utility Cost,135682.3
July 24,VBP,CAM,46733.22
July 24,VBP,Aggregator commission,879879.89
July 24,VBP,Marketing & advertisement,81503.67
July 24,VBP,Other opex expenses,181900.5153250653
July 24,ADM,Gross Sales,8226562.0
July 24,ADM,Net Sales,8170254.14
July 24,ADM,COGS (food +packaging),3449950.950504839
July 24,ADM,Gross margin,4720303.189495161
July 24,ADM,store Labor Cost,630232.6708848523
July 24,ADM,Utility Cost,151478.0
July 24,ADM,CAM,122132.0
July 24,ADM,Aggregator commission,1558950.64
July 24,ADM,Marketing & advertisement,81223.86
July 24,ADM,Other opex expenses,241606.6730640316
July 24,SFC,Gross Sales,4962453.0
July 24,SFC,Net Sales,4961796.78
July 24,SFC,COGS (food +packaging),1985091.311966902
July 24,SFC,Gross margin,2976705.468033099
July 24,SFC,store Labor Cost,354629.88902827
July 24,SFC,Utility Cost,99325.0
July 24,SFC,CAM,5778.0
July 24,SFC,Aggregator commission,1074176.72
July 24,SFC,Marketing & advertisement,78376.84
July 24,SFC,Other opex expenses,243326.1329937209
July 24,SCK,Gross Sales,4902037.0
July 24,SCK,Net Sales,4902037.0
July 24,SCK,COGS (food +packaging),2093724.920882219
July 24,SCK,Gross margin,2808312.079117781
July 24,SCK,store Labor Cost,371449.9440222363
July 24,SCK,Utility Cost,108508.0
July 24,SCK,CAM,0.0
July 24,SCK,Aggregator commission,992848.08
July 24,SCK,Marketing & advertisement,47018.17
July 24,SCK,Other opex expenses,184243.6197058617
July 24,SES,Gross Sales,2788623.0
July 24,SES,Net Sales,2788370.06
July 24,SES,COGS (food +packaging),1196589.765401117
July 24,SES,Gross margin,1591780.294598883
July 24,SES,store Labor Cost,324544.4695018565
July 24,SES,Utility Cost,102088.0
July 24,SES,CAM,0.0
July 24,SES,Aggregator commission,606800.29
July 24,SES,Marketing & advertisement,71817.86
July 24,SES,Other opex expenses,199425.8335343124
July 24,JIG,Gross Sales,4587210.0
July 24,JIG,Net Sales,4549095.88
July 24,JIG,COGS (food +packaging),1930189.539934458
July 24,JIG,Gross margin,2618906.340065542
July 24,JIG,store Labor Cost,463591.5686603375
July 24,JIG,Utility Cost,218341.18
July 24,JIG,CAM,8650.0
July 24,JIG,Aggregator commission,829394.97
July 24,JIG,Marketing & advertisement,65927.26
July 24,JIG,Other opex expenses,180842.42489223
July 24,GCN,Gross Sales,2963298.0
July 24,GCN,Net Sales,2929712.7
July 24,GCN,COGS (food +packaging),1344365.44040222
July 24,GCN,Gross margin,1585347.25959778
July 24,GCN,store Labor Cost,327284.1448584388
July 24,GCN,Utility Cost,108144.0
July 24,GCN,CAM,69384.0
July 24,GCN,Aggregator commission,498162.07
July 24,GCN,Marketing & advertisement,98989.34
July 24,GCN,Other opex expenses,164401.6375852137
July 24,ANN,Gross Sales,4050780.0
July 24,ANN,Net Sales,3978994.02
July 24,ANN,COGS (food +packaging),1632433.378099686
July 24,ANN,Gross margin,2346560.641900314
July 24,ANN,store Labor Cost,441888.3157263713
July 24,ANN,Utility Cost,150761.0
July 24,ANN,CAM,86146.0
July 24,ANN,Aggregator commission,559968.16
July 24,ANN,Marketing & advertisement,60172.59
July 24,ANN,Other opex expenses,220765.2000335967
July 24,SKO,Gross Sales,4690768.0
July 24,SKO,Net Sales,4616094.18
July 24,SKO,COGS (food +packaging),1913623.931514827
July 24,SKO,Gross margin,2702470.248485173
July 24,SKO,store Labor Cost,465989.7646339241
July 24,SKO,Utility Cost,192520.0
July 24,SKO,CAM,103002.0
July 24,SKO,Aggregator commission,679309.53
July 24,SKO,Marketing & advertisement,52551.62
July 24,SKO,Other opex expenses,249338.6707635136
July 24,JAP,Gross Sales,2616960.0
July 24,JAP,Net Sales,2616752.88
July 24,JAP,COGS (food +packaging),1103454.24969118
July 24,JAP,Gross margin,1513298.63030882
July 24,JAP,store Labor Cost,296824.0058207173
July 24,JAP,Utility Cost,129872.0
July 24,JAP,CAM,0.0
July 24,JAP,Aggregator commission,575597.57
July 24,JAP,Marketing & advertisement,103671.79
July 24,JAP,Other opex expenses,155627.4107180491
July 24,DWR,Gross Sales,3010694.0
July 24,DWR,Net Sales,3010623.62
July 24,DWR,COGS (food +packaging),1287835.326314364
July 24,DWR,Gross margin,1722788.293685636
July 24,DWR,store Labor Cost,294243.8928971308
July 24,DWR,Utility Cost,105152.0
July 24,DWR,CAM,0.0
July 24,DWR,Aggregator commission,660706.69
July 24,DWR,Marketing & advertisement,119526.34
July 24,DWR,Other opex expenses,157722.7967366657
July 24,AVK,Gross Sales,2318395.0
July 24,AVK,Net Sales,2281100.76
July 24,AVK,COGS (food +packaging),978390.8923408428
July 24,AVK,Gross margin,1302709.867659157
July 24,AVK,store Labor Cost,410935.3789886498
July 24,AVK,Utility Cost,100056.0
July 24,AVK,CAM,77225.0
July 24,AVK,Aggregator commission,337782.29
July 24,AVK,Marketing & advertisement,89998.12
July 24,AVK,Other opex expenses,135750.4941940283
July 24,CYG,Gross Sales,2574030.0
July 24,CYG,Net Sales,2521217.14
July 24,CYG,COGS (food +packaging),898240.499472123
July 24,CYG,Gross margin,1622976.640527877
July 24,CYG,store Labor Cost,340057.5701603375
July 24,CYG,Utility Cost,76459.84
July 24,CYG,CAM,89367.3
July 24,CYG,Aggregator commission,313212.78
July 24,CYG,Marketing & advertisement,13262.84
July 24,CYG,Other opex expenses,143111.8471777855
July 24,NSS,Gross Sales,3699313.0
July 24,NSS,Net Sales,3699196.96
July 24,NSS,COGS (food +packaging),1586186.59651521
July 24,NSS,Gross margin,2113010.363484791
July 24,NSS,store Labor Cost,293814.1036405275
July 24,NSS,Utility Cost,122576.0
July 24,NSS,CAM,0.0
July 24,NSS,Aggregator commission,820495.22
July 24,NSS,Marketing & advertisement,98049.13
July 24,NSS,Other opex expenses,210112.6107785284
July 24,GEB,Gross Sales,3056360.0
July 24,GEB,Net Sales,3021842.92
July 24,GEB,COGS (food +packaging),1304874.779461204
July 24,GEB,Gross margin,1716968.140538796
July 24,GEB,store Labor Cost,360663.0846603375
July 24,GEB,Utility Cost,221281.24
July 24,GEB,CAM,56304.88
July 24,GEB,Aggregator commission,508040.99
July 24,GEB,Marketing & advertisement,121501.61
July 24,GEB,Other opex expenses,153349.0566368395
July 24,ROH,Gross Sales,2452507.0
July 24,ROH,Net Sales,2452507.0
July 24,ROH,COGS (food +packaging),1064145.036097106
July 24,ROH,Gross margin,1388361.963902894
July 24,ROH,store Labor Cost,329143.2580111013
July 24,ROH,Utility Cost,118044.0
July 24,ROH,CAM,0.0
July 24,ROH,Aggregator commission,535547.82
July 24,ROH,Marketing & advertisement,121403.66
July 24,ROH,Other opex expenses,147479.1876255281
July 24,EKL,Gross Sales,5746492.0
July 24,EKL,Net Sales,5684904.24
July 24,EKL,COGS (food +packaging),2412042.370334003
July 24,EKL,Gross margin,3272861.869665998
July 24,EKL,store Labor Cost,580769.8957924051
July 24,EKL,Utility Cost,307214.0
July 24,EKL,CAM,0.0
July 24,EKL,Aggregator commission,985323.0
July 24,EKL,Marketing & advertisement,178309.7
July 24,EKL,Other opex expenses,199007.201833532
July 24,PBF,Gross Sales,1991457.0
July 24,PBF,Net Sales,1957650.04
July 24,PBF,COGS (food +packaging),863995.7840320383
July 24,PBF,Gross margin,1093654.255967962
July 24,PBF,store Labor Cost,416503.1702641351
July 24,PBF,Utility Cost,58218.24
July 24,PBF,CAM,59000.0
July 24,PBF,Aggregator commission,279252.8
July 24,PBF,Marketing & advertisement,393821.87
July 24,PBF,Other opex expenses,144980.898172732
July 24,KBB,Gross Sales,2566818.0
July 24,KBB,Net Sales,2557786.9
July 24,KBB,COGS (food +packaging),1164273.743510209
July 24,KBB,Gross margin,1393513.156489791
July 24,KBB,store Labor Cost,347825.0356075105
July 24,KBB,Utility Cost,96074.0
July 24,KBB,CAM,53100.0
July 24,KBB,Aggregator commission,570350.15
July 24,KBB,Marketing & advertisement,253833.75
July 24,KBB,Other opex expenses,178376.4159710099
July 24,PRM,Gross Sales,1385434.0
July 24,PRM,Net Sales,1319460.95
July 24,PRM,COGS (food +packaging),539487.1201995352
July 24,PRM,Gross margin,779973.8298004648
July 24,PRM,store Labor Cost,307089.9724732321
July 24,PRM,Utility Cost,93754.09
July 24,PRM,CAM,130172.88
July 24,PRM,Aggregator commission,0.0
July 24,PRM,Marketing & advertisement,3218.97
July 24,PRM,Other opex expenses,118477.7010126593
July 24,KAM,Gross Sales,472588.0
July 24,KAM,Net Sales,460545.64
July 24,KAM,COGS (food +packaging),246974.5128609013
July 24,KAM,Gross margin,213571.1271390987
July 24,KAM,store Labor Cost,19515.5485943038
July 24,KAM,Utility Cost,87176.0
July 24,KAM,CAM,4523.67
July 24,KAM,Aggregator commission,46685.9
July 24,KAM,Marketing & advertisement,58512.03
July 24,KAM,Other opex expenses,141531.92
July 24,IHY,Gross Sales,4397873.0
July 24,IHY,Net Sales,4253646.24
July 24,IHY,COGS (food +packaging),1558915.70984475
July 24,IHY,Gross margin,2694730.53015525
July 24,IHY,store Labor Cost,425089.0713650538
July 24,IHY,Utility Cost,104989.0
July 24,IHY,CAM,42482.0
July 24,IHY,Aggregator commission,308042.42
July 24,IHY,Marketing & advertisement,71353.57
July 24,IHY,Other opex expenses,143821.339894944
July 24,DCH,Gross Sales,3002784.0
July 24,DCH,Net Sales,2998561.0
July 24,DCH,COGS (food +packaging),1319012.902148381
July 24,DCH,Gross margin,1679548.097851619
July 24,DCH,store Labor Cost,280373.169744722
July 24,DCH,Utility Cost,0.0
July 24,DCH,CAM,0.0
July 24,DCH,Aggregator commission,0.0
July 24,DCH,Marketing & advertisement,1805.04
July 24,DCH,Other opex expenses,398284.0091199484
July 24,SCH,Gross Sales,2798249.0
July 24,SCH,Net Sales,2664999.06
July 24,SCH,COGS (food +packaging),1051126.211436494
July 24,SCH,Gross margin,1613872.848563506
July 24,SCH,store Labor Cost,333321.5194189239
July 24,SCH,Utility Cost,106416.0
July 24,SCH,CAM,54640.0
July 24,SCH,Aggregator commission,0.0
July 24,SCH,Marketing & advertisement,7136.18
July 24,SCH,Other opex expenses,98146.50022277277
July 24,LTP,Gross Sales,2495092.0
July 24,LTP,Net Sales,2448841.82
July 24,LTP,COGS (food +packaging),918714.8567758406
July 24,LTP,Gross margin,1530126.963224159
July 24,LTP,store Labor Cost,329810.2464809954
July 24,LTP,Utility Cost,139046.24
July 24,LTP,CAM,45073.06
July 24,LTP,Aggregator commission,340230.62
July 24,LTP,Marketing & advertisement,40033.01
July 24,LTP,Other opex expenses,101269.0107270098
July 24,FSM,Gross Sales,2225038.0
July 24,FSM,Net Sales,2119083.8
July 24,FSM,COGS (food +packaging),866861.3712128869
July 24,FSM,Gross margin,1252222.428787113
July 24,FSM,store Labor Cost,272068.0548953814
July 24,FSM,Utility Cost,38712.0
July 24,FSM,CAM,57112.0
July 24,FSM,Aggregator commission,-1.88
July 24,FSM,Marketing & advertisement,134784.18
July 24,FSM,Other opex expenses,72911.5010599353
July 24,GSM,Gross Sales,2274270.0
July 24,GSM,Net Sales,2236931.48
July 24,GSM,COGS (food +packaging),886561.6176614583
July 24,GSM,Gross margin,1350369.862338542
July 24,GSM,store Labor Cost,367047.7893838517
July 24,GSM,Utility Cost,86790.0
July 24,GSM,CAM,26538.0
July 24,GSM,Aggregator commission,325886.86
July 24,GSM,Marketing & advertisement,250591.1
July 24,GSM,Other opex expenses,78814.47610848182
July 24,PPM,Gross Sales,2283877.0
July 24,PPM,Net Sales,2243908.34
July 24,PPM,COGS (food +packaging),867055.8861306899
July 24,PPM,Gross margin,1376852.45386931
July 24,PPM,store Labor Cost,297671.2048613203
July 24,PPM,Utility Cost,83034.55
July 24,PPM,CAM,45533.84
July 24,PPM,Aggregator commission,321396.43
July 24,PPM,Marketing & advertisement,57676.95
July 24,PPM,Other opex expenses,127922.4153213033
July 24,FLM,Gross Sales,2778017.0
July 24,FLM,Net Sales,2742483.01
July 24,FLM,COGS (food +packaging),1066329.809852508
July 24,FLM,Gross margin,1676153.200147492
July 24,FLM,store Labor Cost,296296.3091337858
July 24,FLM,Utility Cost,140450.0
July 24,FLM,CAM,9491.0
July 24,FLM,Aggregator commission,447764.35
July 24,FLM,Marketing & advertisement,51930.19
July 24,FLM,Other opex expenses,148491.3744818678
July 24,FDN,Gross Sales,6588669.0
July 24,FDN,Net Sales,6480571.38
July 24,FDN,COGS (food +packaging),2321174.594446528
July 24,FDN,Gross margin,4159396.785553472
July 24,FDN,store Labor Cost,446335.6468460062
July 24,FDN,Utility Cost,282203.0
July 24,FDN,CAM,28036.0
July 24,FDN,Aggregator commission,948156.7
July 24,FDN,Marketing & advertisement,35500.89
July 24,FDN,Other opex expenses,243962.0766698537
July 24,DTK,Gross Sales,4644374.0
July 24,DTK,Net Sales,4568127.18
July 24,DTK,COGS (food +packaging),1664823.083893029
July 24,DTK,Gross margin,2903304.096106971
July 24,DTK,store Labor Cost,388206.682582879
July 24,DTK,Utility Cost,170164.0
July 24,DTK,CAM,23222.0
July 24,DTK,Aggregator commission,667841.22
July 24,DTK,Marketing & advertisement,36393.59
July 24,DTK,Other opex expenses,150722.6411523942
July 24,AKA,Gross Sales,2217912.0
July 24,AKA,Net Sales,2190643.46
July 24,AKA,COGS (food +packaging),746981.9529444415
July 24,AKA,Gross margin,1443661.507055558
July 24,AKA,store Labor Cost,448081.1182293845
July 24,AKA,Utility Cost,99956.0
July 24,AKA,CAM,59000.0
July 24,AKA,Aggregator commission,364563.26
July 24,AKA,Marketing & advertisement,95339.0
July 24,AKA,Other opex expenses,95128.85099030008
July 24,HIM,Gross Sales,2129765.0
July 24,HIM,Net Sales,2079447.1
July 24,HIM,COGS (food +packaging),832184.8877894965
July 24,HIM,Gross margin,1247262.212210504
July 24,HIM,store Labor Cost,340630.9563394309
July 24,HIM,Utility Cost,103540.0
July 24,HIM,CAM,0.0
July 24,HIM,Aggregator commission,240534.28
July 24,HIM,Marketing & advertisement,73540.48
July 24,HIM,Other opex expenses,109728.5080662347
July 24,SMR,Gross Sales,5966170.0
July 24,SMR,Net Sales,5894712.76
July 24,SMR,COGS (food +packaging),2114490.628617889
July 24,SMR,Gross margin,3780222.131382111
July 24,SMR,store Labor Cost,462339.7242729946
July 24,SMR,Utility Cost,193584.77
July 24,SMR,CAM,20900.0
July 24,SMR,Aggregator commission,998105.38
July 24,SMR,Marketing & advertisement,151348.55
July 24,SMR,Other opex expenses,169070.0362229186
July 24,ATL,Gross Sales,2871826.0
July 24,ATL,Net Sales,2799466.34
July 24,ATL,COGS (food +packaging),1076523.228886685
July 24,ATL,Gross margin,1722943.111113315
July 24,ATL,store Labor Cost,352553.8364375726
July 24,ATL,Utility Cost,80000.0
July 24,ATL,CAM,53100.0
July 24,ATL,Aggregator commission,304642.96
July 24,ATL,Marketing & advertisement,50758.51
July 24,ATL,Other opex expenses,98459.4246184744
July 24,DSL,Gross Sales,1592176.0
July 24,DSL,Net Sales,1550045.56
July 24,DSL,COGS (food +packaging),570351.5944800389
