Month,Metric,Store,Amount
Jun 2024,Other opex expenses,ECN,1.1
Jun 2024,Total outlet expenses,ECN,11.1
Jun 2024,Outlet EBITDA,ECN,4.6
Jul 2024,Gross Sales,ECN,27.8
Jul 2024,GST,ECN,0.6
Jul 2024,Net Sales,ECN,27.2
Jul 2024,COGS (food +packaging),ECN,9.6
Jul 2024,Gross margin,ECN,17.5
Jul 2024,store Labor Cost,ECN,2.6
Jul 2024,Utility Cost,ECN,1.0
Jul 2024,Rent ,ECN,3.2
Jul 2024,CAM,ECN,0.5
Jul 2024,Aggregator commission,ECN,3.1
Jul 2024,Marketing & advertisement,ECN,0.0
Jul 2024,Other opex expenses,ECN,1.2
Jul 2024,Total outlet expenses,ECN,11.6
Jul 2024,Outlet EBITDA,ECN,5.9
Aug 2024,Gross Sales,ECN,25.0
Aug 2024,GST,ECN,0.5
Aug 2024,Net Sales,ECN,24.5
Aug 2024,COGS (food +packaging),ECN,8.3
Aug 2024,Gross margin,ECN,16.1
Aug 2024,store Labor Cost,ECN,3.6
Aug 2024,Utility Cost,ECN,1.1
Aug 2024,Rent ,ECN,2.6
Aug 2024,CAM,ECN,0.5
Aug 2024,Aggregator commission,ECN,2.8
Aug 2024,Marketing & advertisement,ECN,0.0
Aug 2024,Other opex expenses,ECN,1.3
Aug 2024,Total outlet expenses,ECN,12.0
Aug 2024,Outlet EBITDA,ECN,4.1
May 2025,Gross Sales,ECN,23.9
May 2025,GST,ECN,0.8
May 2025,Net Sales,ECN,23.1
May 2025,COGS (food +packaging),ECN,8.2
May 2025,Gross margin,ECN,14.9
May 2025,store Labor Cost,ECN,3.4
May 2025,Utility Cost,ECN,1.1
May 2025,Rent ,ECN,2.9
May 2025,CAM,ECN,0.5
May 2025,Aggregator commission,ECN,1.5
May 2025,Marketing & advertisement,ECN,0.2
May 2025,Other opex expenses,ECN,1.2
May 2025,Total outlet expenses,ECN,10.7
May 2025,Outlet EBITDA,ECN,4.2
Apr 2024,Gross Sales,RGA,24.6
Apr 2024,GST,RGA,0.3
Apr 2024,Net Sales,RGA,24.3
Apr 2024,COGS (food +packaging),RGA,8.1
Apr 2024,Gross margin,RGA,16.2
Apr 2024,store Labor Cost,RGA,2.6
Apr 2024,Utility Cost,RGA,0.9
Apr 2024,Rent ,RGA,1.9
Apr 2024,CAM,RGA,0.3
Apr 2024,Aggregator commission,RGA,4.3
Apr 2024,Marketing & advertisement,RGA,0.1
Apr 2024,Other opex expenses,RGA,1.1
Apr 2024,Total outlet expenses,RGA,11.1
Apr 2024,Outlet EBITDA,RGA,5.1
May 2024,Gross Sales,RGA,26.8
May 2024,GST,RGA,0.3
May 2024,Net Sales,RGA,26.5
May 2024,COGS (food +packaging),RGA,9.1
May 2024,Gross margin,RGA,17.4
May 2024,store Labor Cost,RGA,3.1
May 2024,Utility Cost,RGA,0.9
May 2024,Rent ,RGA,2.0
May 2024,CAM,RGA,0.3
May 2024,Aggregator commission,RGA,4.6
May 2024,Marketing & advertisement,RGA,0.1
May 2024,Other opex expenses,RGA,1.4
May 2024,Total outlet expenses,RGA,12.3
May 2024,Outlet EBITDA,RGA,5.0
Jun 2024,Gross Sales,RGA,29.6
Jun 2024,GST,RGA,0.3
Jun 2024,Net Sales,RGA,29.3
Jun 2024,COGS (food +packaging),RGA,10.9
Jun 2024,Gross margin,RGA,18.4
Jun 2024,store Labor Cost,RGA,2.9
Jun 2024,Utility Cost,RGA,0.9
Jun 2024,Rent ,RGA,2.2
Jun 2024,CAM,RGA,0.3
Jun 2024,Aggregator commission,RGA,5.0
Jun 2024,Marketing & advertisement,RGA,0.0
Jun 2024,Other opex expenses,RGA,1.2
Jun 2024,Total outlet expenses,RGA,12.5
Jun 2024,Outlet EBITDA,RGA,5.9
Jul 2024,Gross Sales,RGA,29.4
Jul 2024,GST,RGA,0.3
Jul 2024,Net Sales,RGA,29.1
Jul 2024,COGS (food +packaging),RGA,10.1
Jul 2024,Gross margin,RGA,19.0
Jul 2024,store Labor Cost,RGA,3.0
Jul 2024,Utility Cost,RGA,0.9
Jul 2024,Rent ,RGA,2.2
Jul 2024,CAM,RGA,0.3
Jul 2024,Aggregator commission,RGA,4.7
Jul 2024,Marketing & advertisement,RGA,0.1
Jul 2024,Other opex expenses,RGA,1.3
Jul 2024,Total outlet expenses,RGA,12.4
Jul 2024,Outlet EBITDA,RGA,6.5
Aug 2024,Gross Sales,RGA,20.9
Aug 2024,GST,RGA,0.2
Aug 2024,Net Sales,RGA,20.6
Aug 2024,COGS (food +packaging),RGA,7.1
Aug 2024,Gross margin,RGA,13.5
Aug 2024,store Labor Cost,RGA,3.0
Aug 2024,Utility Cost,RGA,0.9
Aug 2024,Rent ,RGA,1.6
Aug 2024,CAM,RGA,0.3
Aug 2024,Aggregator commission,RGA,2.9
Aug 2024,Marketing & advertisement,RGA,0.1
Aug 2024,Other opex expenses,RGA,1.1
Aug 2024,Total outlet expenses,RGA,9.9
Aug 2024,Outlet EBITDA,RGA,3.6
May 2025,Gross Sales,RGA,29.3
May 2025,GST,RGA,0.3
May 2025,Net Sales,RGA,29.0
May 2025,COGS (food +packaging),RGA,9.5
May 2025,Gross margin,RGA,19.5
May 2025,store Labor Cost,RGA,3.6
May 2025,Utility Cost,RGA,1.2
May 2025,Rent ,RGA,2.1
May 2025,CAM,RGA,0.0
May 2025,Aggregator commission,RGA,5.0
May 2025,Marketing & advertisement,RGA,0.9
May 2025,Other opex expenses,RGA,1.3
May 2025,Total outlet expenses,RGA,14.1
May 2025,Outlet EBITDA,RGA,5.4
Apr 2024,Gross Sales,KNP,21.5
Apr 2024,GST,KNP,0.4
Apr 2024,Net Sales,KNP,21.1
Apr 2024,COGS (food +packaging),KNP,8.1
Apr 2024,Gross margin,KNP,13.0
Apr 2024,store Labor Cost,KNP,2.8
Apr 2024,Utility Cost,KNP,1.0
Apr 2024,Rent ,KNP,1.4
Apr 2024,Aggregator commission,KNP,3.1
Apr 2024,Marketing & advertisement,KNP,1.8
Apr 2024,Other opex expenses,KNP,1.6
Apr 2024,Total outlet expenses,KNP,11.7
Apr 2024,Outlet EBITDA,KNP,1.3
May 2024,Gross Sales,KNP,23.4
May 2024,GST,KNP,0.4
May 2024,Net Sales,KNP,23.1
May 2024,COGS (food +packaging),KNP,8.3
May 2024,Gross margin,KNP,14.7
May 2024,store Labor Cost,KNP,3.4
May 2024,Utility Cost,KNP,1.0
May 2024,Rent ,KNP,1.4
May 2024,Aggregator commission,KNP,3.4
May 2024,Marketing & advertisement,KNP,1.4
May 2024,Other opex expenses,KNP,1.2
May 2024,Total outlet expenses,KNP,11.9
May 2024,Outlet EBITDA,KNP,2.8
Jun 2024,Gross Sales,KNP,25.9
Jun 2024,GST,KNP,0.4
Jun 2024,Net Sales,KNP,25.5
Jun 2024,COGS (food +packaging),KNP,10.5
Jun 2024,Gross margin,KNP,15.0
Jun 2024,store Labor Cost,KNP,3.5
Jun 2024,Utility Cost,KNP,1.4
Jun 2024,Rent ,KNP,1.7
Jun 2024,Aggregator commission,KNP,3.9
Jun 2024,Marketing & advertisement,KNP,2.1
Jun 2024,Other opex expenses,KNP,1.5
Jun 2024,Total outlet expenses,KNP,14.1
Jun 2024,Outlet EBITDA,KNP,0.8
Jul 2024,Gross Sales,KNP,25.6
Jul 2024,GST,KNP,0.3
Jul 2024,Net Sales,KNP,25.3
Jul 2024,COGS (food +packaging),KNP,10.2
Jul 2024,Gross margin,KNP,15.1
Jul 2024,store Labor Cost,KNP,3.4
Jul 2024,Utility Cost,KNP,1.4
Jul 2024,Rent ,KNP,1.7
Jul 2024,Aggregator commission,KNP,4.0
Jul 2024,Marketing & advertisement,KNP,1.3
Jul 2024,Other opex expenses,KNP,1.4
Jul 2024,Total outlet expenses,KNP,13.3
Jul 2024,Outlet EBITDA,KNP,1.8
Aug 2024,Gross Sales,KNP,28.9
Aug 2024,GST,KNP,0.4
Aug 2024,Net Sales,KNP,28.5
Aug 2024,COGS (food +packaging),KNP,10.3
Aug 2024,Gross margin,KNP,18.2
Aug 2024,store Labor Cost,KNP,4.3
Aug 2024,Utility Cost,KNP,1.3
Aug 2024,Rent ,KNP,1.7
Aug 2024,Aggregator commission,KNP,4.5
Aug 2024,Marketing & advertisement,KNP,2.2
Aug 2024,Other opex expenses,KNP,1.5
Aug 2024,Total outlet expenses,KNP,15.5
Aug 2024,Outlet EBITDA,KNP,2.7
May 2025,Gross Sales,KNP,39.2
May 2025,GST,KNP,0.5
May 2025,Net Sales,KNP,38.6
May 2025,COGS (food +packaging),KNP,14.3
May 2025,Gross margin,KNP,24.3
May 2025,store Labor Cost,KNP,5.1
May 2025,Utility Cost,KNP,2.0
May 2025,Rent ,KNP,1.7
May 2025,CAM,KNP,0.0
May 2025,Aggregator commission,KNP,5.8
May 2025,Marketing & advertisement,KNP,2.1
May 2025,Other opex expenses,KNP,1.7
May 2025,Total outlet expenses,KNP,18.5
May 2025,Outlet EBITDA,KNP,5.8
Apr 2024,Gross Sales,KCK,42.6
Apr 2024,GST,KCK,0.0
Apr 2024,Net Sales,KCK,42.6
Apr 2024,COGS (food +packaging),KCK,14.6
Apr 2024,Gross margin,KCK,28.0
Apr 2024,store Labor Cost,KCK,3.8
Apr 2024,Utility Cost,KCK,1.6
Apr 2024,Rent ,KCK,0.4
Apr 2024,CAM,KCK,0.0
Apr 2024,Aggregator commission,KCK,9.6
Apr 2024,Marketing & advertisement,KCK,0.9
Apr 2024,Other opex expenses,KCK,1.6
Apr 2024,Total outlet expenses,KCK,17.9
Apr 2024,Outlet EBITDA,KCK,10.0
May 2024,Gross Sales,KCK,47.2
May 2024,GST,KCK,0.0
May 2024,Net Sales,KCK,47.2
May 2024,COGS (food +packaging),KCK,17.3
May 2024,Gross margin,KCK,29.9
May 2024,store Labor Cost,KCK,3.9
May 2024,Utility Cost,KCK,1.6
May 2024,Rent ,KCK,0.4
May 2024,CAM,KCK,0.0
May 2024,Aggregator commission,KCK,10.6
May 2024,Marketing & advertisement,KCK,1.3
May 2024,Other opex expenses,KCK,1.7
May 2024,Total outlet expenses,KCK,19.4
May 2024,Outlet EBITDA,KCK,10.5
Jun 2024,Gross Sales,KCK,49.4
Jun 2024,GST,KCK,0.0
Jun 2024,Net Sales,KCK,49.4
Jun 2024,COGS (food +packaging),KCK,18.9
Jun 2024,Gross margin,KCK,30.5
Jun 2024,store Labor Cost,KCK,4.1
Jun 2024,Utility Cost,KCK,1.5
Jun 2024,Rent ,KCK,0.4
Jun 2024,CAM,KCK,0.0
Jun 2024,Aggregator commission,KCK,10.9
Jun 2024,Marketing & advertisement,KCK,0.8
Jun 2024,Other opex expenses,KCK,1.4
Jun 2024,Total outlet expenses,KCK,19.2
Jun 2024,Outlet EBITDA,KCK,11.3
Jul 2024,Gross Sales,KCK,48.5
Jul 2024,GST,KCK,0.0
Jul 2024,Net Sales,KCK,48.5
Jul 2024,COGS (food +packaging),KCK,18.6
Jul 2024,Gross margin,KCK,29.9
Jul 2024,store Labor Cost,KCK,4.0
Jul 2024,Utility Cost,KCK,1.5
Jul 2024,Rent ,KCK,0.4
Jul 2024,CAM,KCK,0.0
Jul 2024,Aggregator commission,KCK,10.6
Jul 2024,Marketing & advertisement,KCK,1.1
Jul 2024,Other opex expenses,KCK,1.9
Jul 2024,Total outlet expenses,KCK,19.4
Jul 2024,Outlet EBITDA,KCK,10.5
Aug 2024,Gross Sales,KCK,50.4
Aug 2024,GST,KCK,0.0
Aug 2024,Net Sales,KCK,50.3
Aug 2024,COGS (food +packaging),KCK,18.0
Aug 2024,Gross margin,KCK,32.3
Aug 2024,store Labor Cost,KCK,3.8
Aug 2024,Utility Cost,KCK,1.7
Aug 2024,Rent ,KCK,0.4
Aug 2024,CAM,KCK,0.0
Aug 2024,Aggregator commission,KCK,10.9
Aug 2024,Marketing & advertisement,KCK,0.8
Aug 2024,Other opex expenses,KCK,1.7
Aug 2024,Total outlet expenses,KCK,19.3
Aug 2024,Outlet EBITDA,KCK,13.0
May 2025,Gross Sales,KCK,54.3
May 2025,GST,KCK,0.0
May 2025,Net Sales,KCK,54.3
May 2025,COGS (food +packaging),KCK,18.6
May 2025,Gross margin,KCK,35.8
May 2025,store Labor Cost,KCK,4.3
May 2025,Utility Cost,KCK,1.8
May 2025,Rent ,KCK,0.5
May 2025,CAM,KCK,0.0
May 2025,Aggregator commission,KCK,11.6
May 2025,Marketing & advertisement,KCK,2.0
May 2025,Other opex expenses,KCK,1.6
May 2025,Total outlet expenses,KCK,21.8
May 2025,Outlet EBITDA,KCK,14.0
Apr 2024,Gross Sales,BVG,32.2
Apr 2024,GST,BVG,0.6
Apr 2024,Net Sales,BVG,31.5
Apr 2024,COGS (food +packaging),BVG,11.7
Apr 2024,Gross margin,BVG,19.8
Apr 2024,store Labor Cost,BVG,3.5
Apr 2024,Utility Cost,BVG,1.3
Apr 2024,Rent ,BVG,1.4
Apr 2024,CAM,BVG,0.1
Apr 2024,Aggregator commission,BVG,4.2
Apr 2024,Marketing & advertisement,BVG,0.3
Apr 2024,Other opex expenses,BVG,1.5
Apr 2024,Total outlet expenses,BVG,12.4
Apr 2024,Outlet EBITDA,BVG,7.3
May 2024,Gross Sales,BVG,35.8
May 2024,GST,BVG,0.7
May 2024,Net Sales,BVG,35.2
May 2024,COGS (food +packaging),BVG,13.0
May 2024,Gross margin,BVG,22.2
May 2024,store Labor Cost,BVG,3.7
May 2024,Utility Cost,BVG,1.4
May 2024,Rent ,BVG,1.4
May 2024,CAM,BVG,0.1
May 2024,Aggregator commission,BVG,4.7
May 2024,Marketing & advertisement,BVG,0.8
May 2024,Other opex expenses,BVG,1.5
May 2024,Total outlet expenses,BVG,13.7
May 2024,Outlet EBITDA,BVG,8.5
Jun 2024,Gross Sales,BVG,35.0
Jun 2024,GST,BVG,0.6
Jun 2024,Net Sales,BVG,34.4
Jun 2024,COGS (food +packaging),BVG,14.0
Jun 2024,Gross margin,BVG,20.4
Jun 2024,store Labor Cost,BVG,3.8
Jun 2024,Utility Cost,BVG,1.2
Jun 2024,Rent ,BVG,1.4
Jun 2024,CAM,BVG,0.1
Jun 2024,Aggregator commission,BVG,4.5
Jun 2024,Marketing & advertisement,BVG,0.4
Jun 2024,Other opex expenses,BVG,1.6
Jun 2024,Total outlet expenses,BVG,13.0
Jun 2024,Outlet EBITDA,BVG,7.4
Jul 2024,Gross Sales,BVG,37.2
Jul 2024,GST,BVG,0.6
Jul 2024,Net Sales,BVG,36.6
Jul 2024,COGS (food +packaging),BVG,14.2
Jul 2024,Gross margin,BVG,22.4
Jul 2024,store Labor Cost,BVG,4.7
Jul 2024,Utility Cost,BVG,1.2
Jul 2024,Rent ,BVG,1.4
Jul 2024,CAM,BVG,0.1
Jul 2024,Aggregator commission,BVG,4.9
Jul 2024,Marketing & advertisement,BVG,0.4
Jul 2024,Other opex expenses,BVG,1.7
Jul 2024,Total outlet expenses,BVG,14.5
Jul 2024,Outlet EBITDA,BVG,8.0
Aug 2024,Gross Sales,BVG,39.0
Aug 2024,GST,BVG,0.6
Aug 2024,Net Sales,BVG,38.4
Aug 2024,COGS (food +packaging),BVG,13.1
Aug 2024,Gross margin,BVG,25.3
Aug 2024,store Labor Cost,BVG,4.9
Aug 2024,Utility Cost,BVG,1.2
Aug 2024,Rent ,BVG,1.4
Aug 2024,CAM,BVG,0.1
Aug 2024,Aggregator commission,BVG,5.3
Aug 2024,Marketing & advertisement,BVG,0.4
Aug 2024,Other opex expenses,BVG,1.6
Aug 2024,Total outlet expenses,BVG,14.8
Aug 2024,Outlet EBITDA,BVG,10.5
May 2025,Gross Sales,BVG,44.5
May 2025,GST,BVG,0.8
May 2025,Net Sales,BVG,43.7
May 2025,COGS (food +packaging),BVG,14.2
May 2025,Gross margin,BVG,29.5
May 2025,store Labor Cost,BVG,3.8
May 2025,Utility Cost,BVG,1.5
May 2025,Rent ,BVG,1.5
May 2025,CAM,BVG,0.1
May 2025,Aggregator commission,BVG,5.9
May 2025,Marketing & advertisement,BVG,0.9
May 2025,Other opex expenses,BVG,1.7
May 2025,Total outlet expenses,BVG,15.4
May 2025,Outlet EBITDA,BVG,14.1
Apr 2024,Gross Sales,CLA,29.5
Apr 2024,GST,CLA,0.0
Apr 2024,Net Sales,CLA,29.5
Apr 2024,COGS (food +packaging),CLA,11.2
Apr 2024,Gross margin,CLA,18.3
Apr 2024,store Labor Cost,CLA,3.6
Apr 2024,Utility Cost,CLA,1.2
Apr 2024,Rent ,CLA,0.3
Apr 2024,CAM,CLA,0.0
Apr 2024,Aggregator commission,CLA,6.4
Apr 2024,Marketing & advertisement,CLA,1.6
Apr 2024,Other opex expenses,CLA,1.5
Apr 2024,Total outlet expenses,CLA,14.5
Apr 2024,Outlet EBITDA,CLA,3.8
May 2024,Gross Sales,CLA,29.8
May 2024,GST,CLA,0.0
May 2024,Net Sales,CLA,29.8
May 2024,COGS (food +packaging),CLA,12.4
May 2024,Gross margin,CLA,17.4
May 2024,store Labor Cost,CLA,3.2
May 2024,Utility Cost,CLA,1.4
May 2024,Rent ,CLA,0.3
May 2024,CAM,CLA,0.0
May 2024,Aggregator commission,CLA,6.4
May 2024,Marketing & advertisement,CLA,1.4
May 2024,Other opex expenses,CLA,1.6
May 2024,Total outlet expenses,CLA,14.4
May 2024,Outlet EBITDA,CLA,3.0
Jun 2024,Gross Sales,CLA,30.8
Jun 2024,GST,CLA,0.0
Jun 2024,Net Sales,CLA,30.8
Jun 2024,COGS (food +packaging),CLA,12.8
Jun 2024,Gross margin,CLA,18.0
Jun 2024,store Labor Cost,CLA,3.7
Jun 2024,Utility Cost,CLA,1.3
Jun 2024,Rent ,CLA,0.4
Jun 2024,CAM,CLA,0.0
Jun 2024,Aggregator commission,CLA,6.3
Jun 2024,Marketing & advertisement,CLA,0.6
Jun 2024,Other opex expenses,CLA,1.5
Jun 2024,Total outlet expenses,CLA,13.8
Jun 2024,Outlet EBITDA,CLA,4.3
Jul 2024,Gross Sales,CLA,31.1
Jul 2024,GST,CLA,0.0
Jul 2024,Net Sales,CLA,31.1
Jul 2024,COGS (food +packaging),CLA,13.1
Jul 2024,Gross margin,CLA,18.0
Jul 2024,store Labor Cost,CLA,3.9
Jul 2024,Utility Cost,CLA,1.3
Jul 2024,Rent ,CLA,0.4
Jul 2024,CAM,CLA,0.0
Jul 2024,Aggregator commission,CLA,6.2
Jul 2024,Marketing & advertisement,CLA,0.7
Jul 2024,Other opex expenses,CLA,1.8
Jul 2024,Total outlet expenses,CLA,14.3
Jul 2024,Outlet EBITDA,CLA,3.7
Aug 2024,Gross Sales,CLA,33.7
Aug 2024,GST,CLA,0.0
Aug 2024,Net Sales,CLA,33.7
Aug 2024,COGS (food +packaging),CLA,13.2
Aug 2024,Gross margin,CLA,20.5
Aug 2024,store Labor Cost,CLA,3.8
Aug 2024,Utility Cost,CLA,1.3
Aug 2024,Rent ,CLA,0.4
Aug 2024,CAM,CLA,0.0
Aug 2024,Aggregator commission,CLA,6.5
Aug 2024,Marketing & advertisement,CLA,0.6
Aug 2024,Other opex expenses,CLA,1.6
Aug 2024,Total outlet expenses,CLA,14.1
Aug 2024,Outlet EBITDA,CLA,6.4
May 2025,Gross Sales,CLA,35.2
May 2025,GST,CLA,0.0
May 2025,Net Sales,CLA,35.2
May 2025,COGS (food +packaging),CLA,15.3
May 2025,Gross margin,CLA,19.9
May 2025,store Labor Cost,CLA,4.0
May 2025,Utility Cost,CLA,1.6
May 2025,Rent ,CLA,0.4
May 2025,CAM,CLA,0.0
May 2025,Aggregator commission,CLA,7.5
May 2025,Marketing & advertisement,CLA,1.7
May 2025,Other opex expenses,CLA,1.7
May 2025,Total outlet expenses,CLA,16.9
May 2025,Outlet EBITDA,CLA,3.1
Apr 2024,Gross Sales,IBC,11.2
Apr 2024,GST,IBC,0.3
Apr 2024,Net Sales,IBC,10.9
Apr 2024,COGS (food +packaging),IBC,4.1
Apr 2024,Gross margin,IBC,6.8
Apr 2024,store Labor Cost,IBC,2.4
Apr 2024,Utility Cost,IBC,0.9
Apr 2024,Rent ,IBC,0.8
Apr 2024,CAM,IBC,0.0
Apr 2024,Aggregator commission,IBC,1.2
Apr 2024,Marketing & advertisement,IBC,0.1
Apr 2024,Other opex expenses,IBC,0.9
Apr 2024,Total outlet expenses,IBC,6.2
Apr 2024,Outlet EBITDA,IBC,0.7
May 2024,Gross Sales,IBC,11.8
May 2024,GST,IBC,0.3
May 2024,Net Sales,IBC,11.5
May 2024,COGS (food +packaging),IBC,4.5
May 2024,Gross margin,IBC,7.0
May 2024,store Labor Cost,IBC,2.5
May 2024,Utility Cost,IBC,0.8
May 2024,Rent ,IBC,0.8
May 2024,CAM,IBC,0.0
May 2024,Aggregator commission,IBC,1.1
May 2024,Marketing & advertisement,IBC,0.1
May 2024,Other opex expenses,IBC,1.0
May 2024,Total outlet expenses,IBC,6.3
May 2024,Outlet EBITDA,IBC,0.7
Jun 2024,Gross Sales,IBC,12.5
Jun 2024,GST,IBC,0.3
Jun 2024,Net Sales,IBC,12.2
Jun 2024,COGS (food +packaging),IBC,4.8
Jun 2024,Gross margin,IBC,7.4
Jun 2024,store Labor Cost,IBC,2.2
Jun 2024,Utility Cost,IBC,0.9
Jun 2024,Rent ,IBC,0.8
Jun 2024,CAM,IBC,0.0
Jun 2024,Aggregator commission,IBC,1.2
Jun 2024,Marketing & advertisement,IBC,0.2
Jun 2024,Other opex expenses,IBC,0.9
Jun 2024,Total outlet expenses,IBC,6.3
Jun 2024,Outlet EBITDA,IBC,1.1
Jul 2024,Gross Sales,IBC,16.6
Jul 2024,GST,IBC,0.4
Jul 2024,Net Sales,IBC,16.3
Jul 2024,COGS (food +packaging),IBC,6.4
Jul 2024,Gross margin,IBC,9.9
Jul 2024,store Labor Cost,IBC,2.9
Jul 2024,Utility Cost,IBC,0.8
Jul 2024,Rent ,IBC,0.8
Jul 2024,CAM,IBC,0.0
Jul 2024,Aggregator commission,IBC,1.6
Jul 2024,Marketing & advertisement,IBC,0.3
Jul 2024,Other opex expenses,IBC,0.9
Jul 2024,Total outlet expenses,IBC,7.3
Jul 2024,Outlet EBITDA,IBC,2.6
Aug 2024,Gross Sales,IBC,15.8
Aug 2024,GST,IBC,0.3
Aug 2024,Net Sales,IBC,15.5
Aug 2024,COGS (food +packaging),IBC,5.7
Aug 2024,Gross margin,IBC,9.8
Aug 2024,store Labor Cost,IBC,2.7
Aug 2024,Utility Cost,IBC,0.9
Aug 2024,Rent ,IBC,0.8
Aug 2024,CAM,IBC,0.0
Aug 2024,Aggregator commission,IBC,1.5
Aug 2024,Marketing & advertisement,IBC,0.4
Aug 2024,Other opex expenses,IBC,0.8
Aug 2024,Total outlet expenses,IBC,7.1
Aug 2024,Outlet EBITDA,IBC,2.7
May 2025,Gross Sales,IBC,15.5
May 2025,GST,IBC,0.4
May 2025,Net Sales,IBC,15.1
May 2025,COGS (food +packaging),IBC,5.3
May 2025,Gross margin,IBC,9.8
May 2025,store Labor Cost,IBC,2.9
May 2025,Utility Cost,IBC,1.5
May 2025,Rent ,IBC,0.8
May 2025,CAM,IBC,0.0
May 2025,Aggregator commission,IBC,1.4
May 2025,Marketing & advertisement,IBC,0.9
May 2025,Other opex expenses,IBC,1.2
May 2025,Total outlet expenses,IBC,8.8
May 2025,Outlet EBITDA,IBC,1.0
Apr 2024,Gross Sales,BTG,20.8
Apr 2024,GST,BTG,0.3
Apr 2024,Net Sales,BTG,20.5
Apr 2024,COGS (food +packaging),BTG,6.8
Apr 2024,Gross margin,BTG,13.7
Apr 2024,store Labor Cost,BTG,3.1
Apr 2024,Utility Cost,BTG,0.0
Apr 2024,Rent ,BTG,1.8
Apr 2024,CAM,BTG,0.3
Apr 2024,Aggregator commission,BTG,3.2
Apr 2024,Marketing & advertisement,BTG,0.2
Apr 2024,Other opex expenses,BTG,1.1
Apr 2024,Total outlet expenses,BTG,9.6
Apr 2024,Outlet EBITDA,BTG,4.1
May 2024,Gross Sales,BTG,26.1
May 2024,GST,BTG,0.4
May 2024,Net Sales,BTG,25.7
May 2024,COGS (food +packaging),BTG,9.0
May 2024,Gross margin,BTG,16.7
May 2024,store Labor Cost,BTG,2.9
May 2024,Utility Cost,BTG,1.1
May 2024,Rent ,BTG,2.3
May 2024,CAM,BTG,0.3
May 2024,Aggregator commission,BTG,3.9
May 2024,Marketing & advertisement,BTG,0.1
May 2024,Other opex expenses,BTG,1.3
May 2024,Total outlet expenses,BTG,11.8
May 2024,Outlet EBITDA,BTG,4.9
Jun 2024,Gross Sales,BTG,22.7
Jun 2024,GST,BTG,0.4
Jun 2024,Net Sales,BTG,22.3
Jun 2024,COGS (food +packaging),BTG,8.0
Jun 2024,Gross margin,BTG,14.3
Jun 2024,store Labor Cost,BTG,3.0
Jun 2024,Utility Cost,BTG,0.4
Jun 2024,Rent ,BTG,2.0
Jun 2024,CAM,BTG,0.3
Jun 2024,Aggregator commission,BTG,3.2
Jun 2024,Marketing & advertisement,BTG,0.0
Jun 2024,Other opex expenses,BTG,1.0
Jun 2024,Total outlet expenses,BTG,9.9
Jun 2024,Outlet EBITDA,BTG,4.3
Jul 2024,Gross Sales,BTG,35.2
Jul 2024,GST,BTG,0.5
Jul 2024,Net Sales,BTG,34.7
Jul 2024,COGS (food +packaging),BTG,11.5
Jul 2024,Gross margin,BTG,23.2
Jul 2024,store Labor Cost,BTG,3.5
Jul 2024,Utility Cost,BTG,0.4
Jul 2024,Rent ,BTG,3.0
Jul 2024,CAM,BTG,0.3
Jul 2024,Aggregator commission,BTG,5.5
Jul 2024,Marketing & advertisement,BTG,0.0
Jul 2024,Other opex expenses,BTG,1.3
Jul 2024,Total outlet expenses,BTG,14.0
Jul 2024,Outlet EBITDA,BTG,9.2
Aug 2024,Gross Sales,BTG,35.1
Aug 2024,GST,BTG,0.4
Aug 2024,Net Sales,BTG,34.6
Aug 2024,COGS (food +packaging),BTG,11.6
Aug 2024,Gross margin,BTG,23.1
Aug 2024,store Labor Cost,BTG,3.6
Aug 2024,Utility Cost,BTG,0.4
Aug 2024,Rent ,BTG,2.9
Aug 2024,CAM,BTG,0.3
Aug 2024,Aggregator commission,BTG,5.6
Aug 2024,Marketing & advertisement,BTG,0.1
Aug 2024,Other opex expenses,BTG,1.4
Aug 2024,Total outlet expenses,BTG,14.2
Aug 2024,Outlet EBITDA,BTG,8.8
May 2025,Gross Sales,BTG,36.4
May 2025,GST,BTG,0.6
May 2025,Net Sales,BTG,35.9
May 2025,COGS (food +packaging),BTG,12.0
May 2025,Gross margin,BTG,23.8
May 2025,store Labor Cost,BTG,4.1
May 2025,Utility Cost,BTG,0.6
May 2025,Rent ,BTG,3.2
May 2025,CAM,BTG,0.3
May 2025,Aggregator commission,BTG,5.0
May 2025,Marketing & advertisement,BTG,0.5
May 2025,Other opex expenses,BTG,1.5
May 2025,Total outlet expenses,BTG,15.2
May 2025,Outlet EBITDA,BTG,8.6
Apr 2024,Gross Sales,ECT,36.8
Apr 2024,GST,ECT,0.6
Apr 2024,Net Sales,ECT,36.3
Apr 2024,COGS (food +packaging),ECT,14.4
Apr 2024,Gross margin,ECT,21.8
Apr 2024,store Labor Cost,ECT,4.8
Apr 2024,Utility Cost,ECT,1.6
Apr 2024,Rent ,ECT,1.6
Apr 2024,CAM,ECT,0.0
Apr 2024,Aggregator commission,ECT,5.5
Apr 2024,Marketing & advertisement,ECT,1.2
Apr 2024,Other opex expenses,ECT,1.5
Apr 2024,Total outlet expenses,ECT,16.3
Apr 2024,Outlet EBITDA,ECT,5.6
May 2024,Gross Sales,ECT,39.0
May 2024,GST,ECT,0.6
May 2024,Net Sales,ECT,38.4
May 2024,COGS (food +packaging),ECT,15.3
May 2024,Gross margin,ECT,23.1
May 2024,store Labor Cost,ECT,4.6
